Day,Visitor type,Site member,Traffic category,Traffic source,Traffic source URL,UTM campaign source,UTM campaign medium,UTM campaign name,UTM campaign content,UTM campaign keywords,UTM Wix campaign,Page path,Page URL,Country,Region,City,Postal code,Device type,Browser,Browser version,Operating system,IP address,Is the first page viewed (Yes / No),Is the last page viewed (Yes / No),Next page viewed,Previous page viewed,Page views,Site sessions,Unique visitors,Bounce rate,Page exit rate,Avg. session duration,Avg. time on page,Avg. pages per session
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,Yes,,/offers,1,1,1,0.00%,100.00%,32m 21s,,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/,/contact-us,1,1,1,0.00%,0.00%,34m 18s,7m 11s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/general-4,https://schaumburgmarketplace.net/general-4,United States,IL,Carol Stream,60188,Mobile,Chrome,124.0.0.0,Android,67.165.137.153,No,Yes,,/contact-us,1,1,1,0.00%,100.00%,57s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/services,/contact-us,1,1,1,0.00%,0.00%,42m 39s,1m 26s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/why-smp,/about-us,1,1,1,0.00%,0.00%,47m 23s,4s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/events,/services,1,1,1,0.00%,0.00%,51m 58s,10s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,Yes,No,/jobs,,1,1,1,0.00%,0.00%,21s,4s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/home,https://schaumburgmarketplace.net/home,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/services,/events,1,1,1,0.00%,0.00%,51m 58s,2s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/about-us,/about-us,1,1,1,0.00%,0.00%,1h 20m 51s,3s,1
2024-05-10,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,Unknown,Unknown,Unknown,Desktop,Chrome,117.0.5938.132,Windows,65.154.226.170,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/about-us,/news-1,1,1,1,0.00%,0.00%,1h 20m 51s,4s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,1m 56s,6s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/jobs,1,1,1,0.00%,0.00%,1h 46m 28s,5s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,Yes,No,/contact-us,,1,1,1,0.00%,0.00%,54m 10s,2m 34s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/business-directory,1,1,1,0.00%,0.00%,32m 21s,1m 06s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/offers,1,1,1,0.00%,0.00%,1h 22m 14s,21s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Palatine,60074,Desktop,Chrome,124.0.0.0,Mac OS,75.22.141.46,No,No,/jobs,/,1,1,1,0.00%,0.00%,42m 54s,20s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/why-smp,/business-directory,1,1,1,0.00%,0.00%,1h 46m 28s,5s,1
2024-05-23,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/,1,1,1,0.00%,0.00%,1m 19s,57s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/team,/,1,1,1,0.00%,0.00%,47m 23s,3s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/jobs,/,1,1,1,0.00%,0.00%,8m 36s,8s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/services,/jobs,1,1,1,0.00%,0.00%,7m 57s,9s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/faq,/,1,1,1,0.00%,0.00%,14s,9s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/cart-page,/business-directory,1,1,1,0.00%,0.00%,1h 20m 51s,4s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60194,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/jobs,/events,1,1,1,0.00%,0.00%,29s,1s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/why-smp,https://schaumburgmarketplace.net/why-smp,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/about-us,1,1,1,0.00%,0.00%,47m 23s,7s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Hoffman Estates,60192,Desktop,Edge,125.0.0.0,Windows,24.15.247.188,Yes,No,/business-directory,,1,1,1,0.00%,0.00%,28s,28s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/email-marketing,https://schaumburgmarketplace.net/email-marketing,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/business-directory,1,1,1,0.00%,0.00%,13m 29s,21s,1
2024-06-03,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,Yes,,/business-directory,1,1,1,0.00%,100.00%,53m 18s,,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/email-marketing,https://schaumburgmarketplace.net/email-marketing,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/cart-page,1,1,1,0.00%,0.00%,24m 36s,3s,1
2024-05-07,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,Yes,No,/services,,1,1,1,0.00%,0.00%,30s,12s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/general-4,https://schaumburgmarketplace.net/general-4,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/contact-us,1,1,1,0.00%,0.00%,51m 58s,3m 40s,1
2024-06-01,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Bolingbrook,60440,Mobile,Safari,16.1,iOS,104.12.224.14,No,Yes,,/cart-page,1,1,1,0.00%,100.00%,1m 32s,,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/services,1,1,1,0.00%,0.00%,21m 53s,2s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/news-1,/contact-us,1,1,1,0.00%,0.00%,30m 01s,1s,1
2024-05-13,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/news-1,/news-1,1,1,1,0.00%,0.00%,1m 49s,6s,1
2024-05-10,Returning,No,Referral,manage.wix.com,https://manage.wix.com/,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.107.94,No,No,/jobs,/events,1,1,1,0.00%,0.00%,30m 00s,3s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/services,/jobs,1,1,1,0.00%,0.00%,34m 18s,3m 36s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/about-us,1,1,1,0.00%,0.00%,51m 58s,3s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/team,https://schaumburgmarketplace.net/team,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/,1,1,1,0.00%,0.00%,33m 16s,6s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/news-1,/offers,1,1,1,0.00%,0.00%,29s,1s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MA,Waltham,02453,Desktop,Chrome,110.0.0.0,Windows,38.100.114.55,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Mobile,Safari,17.4.1,iOS,98.206.217.54,No,No,/events,/news-1,1,1,1,0.00%,0.00%,4m 06s,4s,1
2024-06-01,Returning,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United Kingdom,ENG,London,EC1N,Mobile,Safari,17.4.1,iOS,145.224.91.89,No,Yes,,/faq,1,1,1,0.00%,100.00%,4m 38s,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.253.224.86,Yes,No,/jobs,,1,1,1,100.00%,0.00%,1s,1s,1
2024-06-03,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Rolling Meadows,60008,Mobile,Chrome,125.0.6422.80,iOS,76.16.96.91,No,Yes,,/business-directory,1,1,1,0.00%,100.00%,18s,,1
2024-05-05,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,NC,Four Oaks,27524,Desktop,Chrome,79.0.3945.79,Windows,205.169.39.151,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,Yes,,/jobs,1,1,1,0.00%,100.00%,18m 06s,,1
2024-05-05,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,NY,Newark,14513,Mobile,Chrome,99.0.4844.47,iOS,180.149.21.65,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/contact-us,1,1,1,0.00%,0.00%,1h 16m 24s,2s,1
2024-06-03,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,24m 36s,4s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/team,/business-directory,1,1,1,0.00%,0.00%,1h 46m 28s,,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/testimonials,1,1,1,0.00%,0.00%,47m 23s,3s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/contact-us,/disclaimer,1,1,1,0.00%,0.00%,1h 20m 51s,9s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,123.0.0.0,Windows,98.206.217.54,No,No,/services,/services,1,1,1,0.00%,0.00%,33s,5s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/about-us,1,1,1,0.00%,100.00%,30m 01s,,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/services,1,1,1,0.00%,100.00%,2h 14m 53s,,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/jobs,1,1,1,0.00%,0.00%,51m 58s,5s,1
2024-05-06,New,No,Referral,manage.wix.com,https://manage.wix.com/,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.106.36,No,No,/faq,/,1,1,1,0.00%,0.00%,6m 04s,5m 57s,1
2024-05-08,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/jobs,/about-us,1,1,1,0.00%,0.00%,36m 34s,17s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/faq,1,1,1,0.00%,0.00%,7m 57s,9s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,43m 40s,15s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Palatine,60074,Mobile,Safari,17.4.1,iOS,75.22.141.46,Yes,No,/contact-us,,1,1,1,0.00%,0.00%,54s,41s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/package-information,https://schaumburgmarketplace.net/package-information,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/,1,1,1,0.00%,0.00%,58m 14s,2s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,United States,IL,Schaumburg,60194,Mobile,Safari,17.4.1,iOS,98.206.217.54,No,No,/contact-us,/offers,1,1,1,0.00%,0.00%,4m 06s,8s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/about-us,1,1,1,0.00%,100.00%,1m 41s,,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,No,/events,/jobs,1,1,1,0.00%,0.00%,17m 01s,12s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,NV,Las Vegas,89110,Desktop,Firefox,126.0,Windows,70.189.171.51,Yes,No,/business-directory,,1,1,1,0.00%,0.00%,23m 13s,5m 50s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/email-marketing,/about-us,1,1,1,0.00%,0.00%,22m 32s,6m 38s,1
2024-05-13,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,1m 49s,6s,1
2024-05-13,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/news-1,/,1,1,1,0.00%,0.00%,1m 49s,4s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/faq,1,1,1,0.00%,0.00%,58m 14s,5m 07s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,13m 29s,31s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/email-marketing,https://schaumburgmarketplace.net/email-marketing,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/events,/,1,1,1,0.00%,0.00%,22m 32s,24s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/business-directory,/cart-page,1,1,1,0.00%,0.00%,1h 20m 51s,9s,1
2024-05-23,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/events,1,1,1,0.00%,0.00%,29s,1s,1
2024-05-22,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,20m 49s,20m 07s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/why-smp,https://schaumburgmarketplace.net/why-smp,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/,1,1,1,0.00%,0.00%,47m 23s,4s,1
2024-06-03,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,NV,Las Vegas,89110,Desktop,Firefox,126.0,Windows,70.189.171.51,No,Yes,,/business-directory,1,1,1,0.00%,100.00%,23m 13s,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/news-1,https://schaumburgmarketplace.net/news-1,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/,/jobs,1,1,1,0.00%,0.00%,1h 20m 51s,1s,1
2024-06-03,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/email-marketing,1,1,1,0.00%,0.00%,53m 18s,2m 10s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/team,https://schaumburgmarketplace.net/team,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/why-smp,1,1,1,0.00%,0.00%,1h 46m 28s,3s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients-1,/news-1,1,1,1,0.00%,0.00%,47m 23s,4s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Bolingbrook,60440,Desktop,Chrome,125.0.0.0,Windows,104.12.224.14,No,No,/jobs,/,1,1,1,0.00%,0.00%,3m 28s,14s,1
2024-06-02,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Unknown,Unknown,Mobile,Safari,16.1,iOS,107.77.209.150,No,No,/,/events,1,1,1,0.00%,0.00%,4m 38s,22s,1
2024-05-09,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/services,1,1,1,0.00%,0.00%,19m 28s,11m 45s,1
2024-05-21,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-17,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/news-1,/services,1,1,1,0.00%,0.00%,2m 47s,7s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,Yes,Yes,,,1,1,1,100.00%,100.00%,,,1
2024-05-23,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/news-1,1,1,1,0.00%,0.00%,31m 04s,5s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/team,/why-smp,1,1,1,0.00%,0.00%,47m 23s,1s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/why-smp,https://schaumburgmarketplace.net/why-smp,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/disclaimer,/clients,1,1,1,0.00%,0.00%,58m 14s,5s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/jobs,/services,1,1,1,0.00%,0.00%,51m 58s,4s,1
2024-05-06,New,No,Direct,Direct,https://itexps.wixsite.com/smpweb,_,_,_,_,_,_,/contact-us,https://itexps.wixsite.com/smpweb/contact-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/general-4,/about-us,1,1,1,0.00%,0.00%,2m 40s,20s,1
